username,engagement_level,timestamp,activity_type,room,object,duration,details
Maria Flor Marques,2,2024-03-03 00:11:09,interaction,Laboratory,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-03-04 00:02:52,interaction,Laboratory,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-03-04 00:05:44,interaction,Laboratory,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-03-04 00:08:36,interaction,Laboratory,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-03-06 00:02:52,interaction,Laboratory,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-03-06 00:05:44,interaction,Laboratory,Microscope,00:02:52,Interacted with Microscope
Maria Flor Marques,2,2024-03-06 00:08:17,movement,Library,,00:02:33,Moved from Laboratory to Library
Maria Flor Marques,2,2024-03-06 00:11:09,interaction,Library,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-03-07 00:02:33,movement,Laboratory,,00:02:33,Moved from Library to Laboratory
Maria Flor Marques,2,2024-03-07 00:05:25,interaction,Laboratory,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-03-07 00:08:17,interaction,Laboratory,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-03-07 00:11:09,interaction,Laboratory,Microscope,00:02:52,Interacted with Microscope
Maria Flor Marques,2,2024-03-08 00:02:33,movement,Auditorium,,00:02:33,Moved from Laboratory to Auditorium
Maria Flor Marques,2,2024-03-08 00:05:25,interaction,Auditorium,Chair,00:02:52,Interacted with Chair
Maria Flor Marques,2,2024-03-08 00:07:58,movement,Classroom,,00:02:33,Moved from Auditorium to Classroom
Maria Flor Marques,2,2024-03-08 00:10:50,interaction,Classroom,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-03-08 00:13:42,interaction,Classroom,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-03-09 00:02:33,movement,Library,,00:02:33,Moved from Classroom to Library
Maria Flor Marques,2,2024-03-09 00:05:25,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-03-09 00:07:58,movement,Laboratory,,00:02:33,Moved from Library to Laboratory
Maria Flor Marques,2,2024-03-09 00:10:50,interaction,Laboratory,Microscope,00:02:52,Interacted with Microscope
Maria Flor Marques,2,2024-03-09 00:13:23,movement,Library,,00:02:33,Moved from Laboratory to Library
Maria Flor Marques,2,2024-03-09 00:16:15,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-03-11 00:02:33,movement,Classroom,,00:02:33,Moved from Library to Classroom
Maria Flor Marques,2,2024-03-11 00:05:25,interaction,Classroom,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-03-11 00:08:17,interaction,Classroom,Desk,00:02:52,Interacted with Desk
Maria Flor Marques,2,2024-03-11 00:10:50,movement,Library,,00:02:33,Moved from Classroom to Library
Maria Flor Marques,2,2024-03-11 00:13:42,interaction,Library,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-03-12 00:02:33,movement,Classroom,,00:02:33,Moved from Library to Classroom
Maria Flor Marques,2,2024-03-12 00:05:25,interaction,Classroom,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-03-12 00:08:17,interaction,Classroom,Desk,00:02:52,Interacted with Desk
Maria Flor Marques,2,2024-03-12 00:10:50,movement,Library,,00:02:33,Moved from Classroom to Library
Maria Flor Marques,2,2024-03-12 00:13:42,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-03-13 00:02:52,interaction,Library,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-03-13 00:05:44,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-03-13 00:08:36,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-03-14 00:02:52,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-03-14 00:05:44,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-03-14 00:08:36,interaction,Library,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-03-16 00:02:33,movement,Classroom,,00:02:33,Moved from Library to Classroom
Maria Flor Marques,2,2024-03-16 00:05:25,interaction,Classroom,Desk,00:02:52,Interacted with Desk
Maria Flor Marques,2,2024-03-16 00:08:17,interaction,Classroom,Chair,00:02:52,Interacted with Chair
Maria Flor Marques,2,2024-03-16 00:11:09,interaction,Classroom,Chair,00:02:52,Interacted with Chair
Maria Flor Marques,2,2024-03-17 00:02:52,interaction,Classroom,Chair,00:02:52,Interacted with Chair
Maria Flor Marques,2,2024-03-17 00:05:25,movement,Library,,00:02:33,Moved from Classroom to Library
Maria Flor Marques,2,2024-03-17 00:08:17,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-03-17 00:11:09,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-03-19 00:02:52,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-03-19 00:05:44,interaction,Library,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-03-19 00:08:17,movement,Classroom,,00:02:33,Moved from Library to Classroom
Maria Flor Marques,2,2024-03-19 00:11:09,interaction,Classroom,Desk,00:02:52,Interacted with Desk
Maria Flor Marques,2,2024-03-20 00:02:33,movement,Library,,00:02:33,Moved from Classroom to Library
Maria Flor Marques,2,2024-03-20 00:05:25,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-03-20 00:08:17,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-03-20 00:11:09,interaction,Library,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-03-22 00:02:52,interaction,Library,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-03-22 00:05:44,interaction,Library,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-03-22 00:08:36,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-03-24 00:02:33,movement,Classroom,,00:02:33,Moved from Library to Classroom
Maria Flor Marques,2,2024-03-24 00:05:25,interaction,Classroom,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-03-24 00:08:17,interaction,Classroom,Chair,00:02:52,Interacted with Chair
Maria Flor Marques,2,2024-03-24 00:11:09,interaction,Classroom,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-03-26 00:02:52,interaction,Classroom,Chair,00:02:52,Interacted with Chair
Maria Flor Marques,2,2024-03-26 00:05:25,movement,Library,,00:02:33,Moved from Classroom to Library
Maria Flor Marques,2,2024-03-26 00:08:17,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-03-26 00:11:09,interaction,Library,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-03-30 00:02:52,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-03-30 00:05:44,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-03-30 00:08:17,movement,Laboratory,,00:02:33,Moved from Library to Laboratory
Maria Flor Marques,2,2024-03-30 00:11:09,interaction,Laboratory,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-03-31 00:02:52,interaction,Laboratory,Microscope,00:02:52,Interacted with Microscope
Maria Flor Marques,2,2024-03-31 00:05:44,interaction,Laboratory,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-03-31 00:08:17,movement,Library,,00:02:33,Moved from Laboratory to Library
Maria Flor Marques,2,2024-03-31 00:11:09,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-04-01 00:02:52,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-04-01 00:05:44,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-04-01 00:08:36,interaction,Library,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-04-03 00:02:33,movement,Auditorium,,00:02:33,Moved from Library to Auditorium
Maria Flor Marques,2,2024-04-03 00:05:25,interaction,Auditorium,Chair,00:02:52,Interacted with Chair
Maria Flor Marques,2,2024-04-03 00:07:58,movement,Library,,00:02:33,Moved from Auditorium to Library
Maria Flor Marques,2,2024-04-03 00:10:50,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-04-03 00:13:42,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-04-06 00:02:52,interaction,Library,Computer,00:02:52,Interacted with Computer
Maria Flor Marques,2,2024-04-06 00:05:44,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-04-06 00:08:36,interaction,Library,Book,00:02:52,Interacted with Book
Maria Flor Marques,2,2024-04-09 00:02:33,movement,Auditorium,,00:02:33,Moved from Library to Auditorium
Maria Flor Marques,2,2024-04-09 00:05:25,interaction,Auditorium,Chair,00:02:52,Interacted with Chair
Maria Flor Marques,2,2024-04-09 00:08:17,interaction,Auditorium,Chair,00:02:52,Interacted with Chair
Maria Flor Marques,2,2024-04-09 00:11:09,interaction,Auditorium,Chair,00:02:52,Interacted with Chair
Ana Clara Siqueira,2,2024-01-03 00:03:55,movement,Classroom,,00:03:55,Moved to Classroom
Ana Clara Siqueira,2,2024-01-03 00:05:54,interaction,Classroom,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-03 00:07:53,interaction,Classroom,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-01-03 00:09:52,interaction,Classroom,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-01-04 00:01:59,interaction,Classroom,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-04 00:03:58,interaction,Classroom,Desk,00:01:59,Interacted with Desk
Ana Clara Siqueira,2,2024-01-04 00:05:57,interaction,Classroom,Desk,00:01:59,Interacted with Desk
Ana Clara Siqueira,2,2024-01-05 00:03:55,movement,Library,,00:03:55,Moved from Classroom to Library
Ana Clara Siqueira,2,2024-01-05 00:05:54,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-05 00:07:53,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-05 00:09:52,interaction,Library,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-01-06 00:01:59,interaction,Library,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-01-06 00:03:58,interaction,Library,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-01-06 00:05:57,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-07 00:01:59,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-07 00:03:58,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-07 00:05:57,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-08 00:01:59,interaction,Library,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-01-08 00:03:58,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-08 00:07:53,movement,Classroom,,00:03:55,Moved from Library to Classroom
Ana Clara Siqueira,2,2024-01-08 00:09:52,interaction,Classroom,Chair,00:01:59,Interacted with Chair
Ana Clara Siqueira,2,2024-01-09 00:01:59,interaction,Classroom,Desk,00:01:59,Interacted with Desk
Ana Clara Siqueira,2,2024-01-09 00:03:58,interaction,Classroom,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-09 00:05:57,interaction,Classroom,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-10 00:01:59,interaction,Classroom,Desk,00:01:59,Interacted with Desk
Ana Clara Siqueira,2,2024-01-10 00:03:58,interaction,Classroom,Chair,00:01:59,Interacted with Chair
Ana Clara Siqueira,2,2024-01-10 00:05:57,interaction,Classroom,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-12 00:01:59,interaction,Classroom,Desk,00:01:59,Interacted with Desk
Ana Clara Siqueira,2,2024-01-12 00:05:54,movement,Auditorium,,00:03:55,Moved from Classroom to Auditorium
Ana Clara Siqueira,2,2024-01-12 00:07:53,interaction,Auditorium,Chair,00:01:59,Interacted with Chair
Ana Clara Siqueira,2,2024-01-12 00:09:52,interaction,Auditorium,Screen,00:01:59,Interacted with Screen
Ana Clara Siqueira,2,2024-01-13 00:03:55,movement,Library,,00:03:55,Moved from Auditorium to Library
Ana Clara Siqueira,2,2024-01-13 00:05:54,interaction,Library,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-01-13 00:07:53,interaction,Library,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-01-13 00:09:52,interaction,Library,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-01-14 00:01:59,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-14 00:03:58,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-14 00:05:57,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-15 00:01:59,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-15 00:03:58,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-15 00:05:57,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-18 00:01:59,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-18 00:05:54,movement,Classroom,,00:03:55,Moved from Library to Classroom
Ana Clara Siqueira,2,2024-01-18 00:07:53,interaction,Classroom,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-18 00:11:48,movement,Auditorium,,00:03:55,Moved from Classroom to Auditorium
Ana Clara Siqueira,2,2024-01-18 00:13:47,interaction,Auditorium,Screen,00:01:59,Interacted with Screen
Ana Clara Siqueira,2,2024-01-20 00:01:59,interaction,Auditorium,Screen,00:01:59,Interacted with Screen
Ana Clara Siqueira,2,2024-01-20 00:03:58,interaction,Auditorium,Screen,00:01:59,Interacted with Screen
Ana Clara Siqueira,2,2024-01-20 00:07:53,movement,Laboratory,,00:03:55,Moved from Auditorium to Laboratory
Ana Clara Siqueira,2,2024-01-20 00:09:52,interaction,Laboratory,Microscope,00:01:59,Interacted with Microscope
Ana Clara Siqueira,2,2024-01-21 00:01:59,interaction,Laboratory,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-21 00:03:58,interaction,Laboratory,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-21 00:05:57,interaction,Laboratory,Microscope,00:01:59,Interacted with Microscope
Ana Clara Siqueira,2,2024-01-25 00:01:59,interaction,Laboratory,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-25 00:03:58,interaction,Laboratory,Microscope,00:01:59,Interacted with Microscope
Ana Clara Siqueira,2,2024-01-25 00:05:57,interaction,Laboratory,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-28 00:01:59,interaction,Laboratory,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-01-28 00:03:58,interaction,Laboratory,Microscope,00:01:59,Interacted with Microscope
Ana Clara Siqueira,2,2024-01-28 00:07:53,movement,Library,,00:03:55,Moved from Laboratory to Library
Ana Clara Siqueira,2,2024-01-28 00:09:52,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-02-03 00:03:55,movement,Laboratory,,00:03:55,Moved from Library to Laboratory
Ana Clara Siqueira,2,2024-02-03 00:05:54,interaction,Laboratory,Microscope,00:01:59,Interacted with Microscope
Ana Clara Siqueira,2,2024-02-03 00:09:49,movement,Classroom,,00:03:55,Moved from Laboratory to Classroom
Ana Clara Siqueira,2,2024-02-03 00:11:48,interaction,Classroom,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-02-03 00:15:43,movement,Laboratory,,00:03:55,Moved from Classroom to Laboratory
Ana Clara Siqueira,2,2024-02-03 00:17:42,interaction,Laboratory,Microscope,00:01:59,Interacted with Microscope
Ana Clara Siqueira,2,2024-02-04 00:01:59,interaction,Laboratory,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-02-04 00:03:58,interaction,Laboratory,Microscope,00:01:59,Interacted with Microscope
Ana Clara Siqueira,2,2024-02-04 00:05:57,interaction,Laboratory,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-02-05 00:01:59,interaction,Laboratory,Microscope,00:01:59,Interacted with Microscope
Ana Clara Siqueira,2,2024-02-05 00:05:54,movement,Auditorium,,00:03:55,Moved from Laboratory to Auditorium
Ana Clara Siqueira,2,2024-02-05 00:07:53,interaction,Auditorium,Screen,00:01:59,Interacted with Screen
Ana Clara Siqueira,2,2024-02-05 00:09:52,interaction,Auditorium,Screen,00:01:59,Interacted with Screen
Ana Clara Siqueira,2,2024-02-07 00:03:55,movement,Classroom,,00:03:55,Moved from Auditorium to Classroom
Ana Clara Siqueira,2,2024-02-07 00:05:54,interaction,Classroom,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-02-07 00:07:53,interaction,Classroom,Chair,00:01:59,Interacted with Chair
Ana Clara Siqueira,2,2024-02-07 00:09:52,interaction,Classroom,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-02-08 00:01:59,interaction,Classroom,Chair,00:01:59,Interacted with Chair
Ana Clara Siqueira,2,2024-02-08 00:03:58,interaction,Classroom,Chair,00:01:59,Interacted with Chair
Ana Clara Siqueira,2,2024-02-08 00:05:57,interaction,Classroom,Chair,00:01:59,Interacted with Chair
Ana Clara Siqueira,2,2024-02-10 00:01:59,interaction,Classroom,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-02-10 00:05:54,movement,Laboratory,,00:03:55,Moved from Classroom to Laboratory
Ana Clara Siqueira,2,2024-02-10 00:07:53,interaction,Laboratory,Microscope,00:01:59,Interacted with Microscope
Ana Clara Siqueira,2,2024-02-10 00:09:52,interaction,Laboratory,Microscope,00:01:59,Interacted with Microscope
Ana Clara Siqueira,2,2024-02-11 00:01:59,interaction,Laboratory,Microscope,00:01:59,Interacted with Microscope
Ana Clara Siqueira,2,2024-02-11 00:05:54,movement,Library,,00:03:55,Moved from Laboratory to Library
Ana Clara Siqueira,2,2024-02-11 00:07:53,interaction,Library,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-02-11 00:09:52,interaction,Library,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-02-13 00:01:59,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-02-13 00:03:58,interaction,Library,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-02-13 00:07:53,movement,Laboratory,,00:03:55,Moved from Library to Laboratory
Ana Clara Siqueira,2,2024-02-13 00:09:52,interaction,Laboratory,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-02-14 00:01:59,interaction,Laboratory,Microscope,00:01:59,Interacted with Microscope
Ana Clara Siqueira,2,2024-02-14 00:05:54,movement,Library,,00:03:55,Moved from Laboratory to Library
Ana Clara Siqueira,2,2024-02-14 00:07:53,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-02-14 00:09:52,interaction,Library,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-02-15 00:01:59,interaction,Library,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-02-15 00:03:58,interaction,Library,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-02-15 00:07:53,movement,Auditorium,,00:03:55,Moved from Library to Auditorium
Ana Clara Siqueira,2,2024-02-15 00:09:52,interaction,Auditorium,Screen,00:01:59,Interacted with Screen
Ana Clara Siqueira,2,2024-02-20 00:03:55,movement,Classroom,,00:03:55,Moved from Auditorium to Classroom
Ana Clara Siqueira,2,2024-02-20 00:05:54,interaction,Classroom,Desk,00:01:59,Interacted with Desk
Ana Clara Siqueira,2,2024-02-20 00:07:53,interaction,Classroom,Desk,00:01:59,Interacted with Desk
Ana Clara Siqueira,2,2024-02-20 00:09:52,interaction,Classroom,Desk,00:01:59,Interacted with Desk
Ana Clara Siqueira,2,2024-02-21 00:01:59,interaction,Classroom,Chair,00:01:59,Interacted with Chair
Ana Clara Siqueira,2,2024-02-21 00:03:58,interaction,Classroom,Desk,00:01:59,Interacted with Desk
Ana Clara Siqueira,2,2024-02-21 00:07:53,movement,Auditorium,,00:03:55,Moved from Classroom to Auditorium
Ana Clara Siqueira,2,2024-02-21 00:09:52,interaction,Auditorium,Chair,00:01:59,Interacted with Chair
Ana Clara Siqueira,2,2024-02-22 00:01:59,interaction,Auditorium,Chair,00:01:59,Interacted with Chair
Ana Clara Siqueira,2,2024-02-22 00:05:54,movement,Laboratory,,00:03:55,Moved from Auditorium to Laboratory
Ana Clara Siqueira,2,2024-02-22 00:07:53,interaction,Laboratory,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-02-22 00:09:52,interaction,Laboratory,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-02-23 00:01:59,interaction,Laboratory,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-02-23 00:03:58,interaction,Laboratory,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-02-23 00:05:57,interaction,Laboratory,Microscope,00:01:59,Interacted with Microscope
Ana Clara Siqueira,2,2024-02-25 00:03:55,movement,Library,,00:03:55,Moved from Laboratory to Library
Ana Clara Siqueira,2,2024-02-25 00:05:54,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-02-25 00:07:53,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-02-25 00:11:48,movement,Laboratory,,00:03:55,Moved from Library to Laboratory
Ana Clara Siqueira,2,2024-02-25 00:13:47,interaction,Laboratory,Microscope,00:01:59,Interacted with Microscope
Ana Clara Siqueira,2,2024-02-27 00:01:59,interaction,Laboratory,Microscope,00:01:59,Interacted with Microscope
Ana Clara Siqueira,2,2024-02-27 00:05:54,movement,Library,,00:03:55,Moved from Laboratory to Library
Ana Clara Siqueira,2,2024-02-27 00:07:53,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-02-27 00:09:52,interaction,Library,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-02-29 00:01:59,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-02-29 00:03:58,interaction,Library,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-02-29 00:05:57,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-03-01 00:01:59,interaction,Library,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-03-01 00:03:58,interaction,Library,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-03-01 00:07:53,movement,Auditorium,,00:03:55,Moved from Library to Auditorium
Ana Clara Siqueira,2,2024-03-01 00:09:52,interaction,Auditorium,Screen,00:01:59,Interacted with Screen
Ana Clara Siqueira,2,2024-03-02 00:01:59,interaction,Auditorium,Screen,00:01:59,Interacted with Screen
Ana Clara Siqueira,2,2024-03-02 00:03:58,interaction,Auditorium,Chair,00:01:59,Interacted with Chair
Ana Clara Siqueira,2,2024-03-02 00:05:57,interaction,Auditorium,Chair,00:01:59,Interacted with Chair
Ana Clara Siqueira,2,2024-03-04 00:03:55,movement,Laboratory,,00:03:55,Moved from Auditorium to Laboratory
Ana Clara Siqueira,2,2024-03-04 00:05:54,interaction,Laboratory,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-03-04 00:07:53,interaction,Laboratory,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-03-04 00:11:48,movement,Classroom,,00:03:55,Moved from Laboratory to Classroom
Ana Clara Siqueira,2,2024-03-04 00:13:47,interaction,Classroom,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-03-05 00:01:59,interaction,Classroom,Desk,00:01:59,Interacted with Desk
Ana Clara Siqueira,2,2024-03-05 00:05:54,movement,Auditorium,,00:03:55,Moved from Classroom to Auditorium
Ana Clara Siqueira,2,2024-03-05 00:07:53,interaction,Auditorium,Screen,00:01:59,Interacted with Screen
Ana Clara Siqueira,2,2024-03-05 00:09:52,interaction,Auditorium,Screen,00:01:59,Interacted with Screen
Ana Clara Siqueira,2,2024-03-07 00:01:59,interaction,Auditorium,Chair,00:01:59,Interacted with Chair
Ana Clara Siqueira,2,2024-03-07 00:05:54,movement,Laboratory,,00:03:55,Moved from Auditorium to Laboratory
Ana Clara Siqueira,2,2024-03-07 00:07:53,interaction,Laboratory,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-03-07 00:09:52,interaction,Laboratory,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-03-08 00:01:59,interaction,Laboratory,Microscope,00:01:59,Interacted with Microscope
Ana Clara Siqueira,2,2024-03-08 00:03:58,interaction,Laboratory,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-03-08 00:07:53,movement,Classroom,,00:03:55,Moved from Laboratory to Classroom
Ana Clara Siqueira,2,2024-03-08 00:09:52,interaction,Classroom,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-03-09 00:01:59,interaction,Classroom,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-03-09 00:05:54,movement,Library,,00:03:55,Moved from Classroom to Library
Ana Clara Siqueira,2,2024-03-09 00:07:53,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-03-09 00:09:52,interaction,Library,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-03-11 00:03:55,movement,Auditorium,,00:03:55,Moved from Library to Auditorium
Ana Clara Siqueira,2,2024-03-11 00:05:54,interaction,Auditorium,Chair,00:01:59,Interacted with Chair
Ana Clara Siqueira,2,2024-03-11 00:07:53,interaction,Auditorium,Screen,00:01:59,Interacted with Screen
Ana Clara Siqueira,2,2024-03-11 00:11:48,movement,Library,,00:03:55,Moved from Auditorium to Library
Ana Clara Siqueira,2,2024-03-11 00:13:47,interaction,Library,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-03-14 00:01:59,interaction,Library,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-03-14 00:03:58,interaction,Library,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-03-14 00:05:57,interaction,Library,Book,00:01:59,Interacted with Book
Ana Clara Siqueira,2,2024-03-15 00:03:55,movement,Laboratory,,00:03:55,Moved from Library to Laboratory
Ana Clara Siqueira,2,2024-03-15 00:05:54,interaction,Laboratory,Computer,00:01:59,Interacted with Computer
Ana Clara Siqueira,2,2024-03-15 00:07:53,interaction,Laboratory,Microscope,00:01:59,Interacted with Microscope
Ana Clara Siqueira,2,2024-03-15 00:11:48,movement,Auditorium,,00:03:55,Moved from Laboratory to Auditorium
Ana Clara Siqueira,2,2024-03-15 00:13:47,interaction,Auditorium,Chair,00:01:59,Interacted with Chair
Ana Clara Siqueira,2,2024-03-18 00:03:55,movement,Library,,00:03:55,Moved from Auditorium to Library
Ana Clara Siqueira,2,2024-03-18 00:05:54,interaction,Library,Book,00:01:59,Interacted with Book
